key,link,n_visit,study_interval,is_current,is_retired,last_score,last_visit,last_session,box_id,easiness,n_scores
zeggen,https://www.woorden.org/woord/zeggen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 0, 's1': 0, 's2': 4, 's3': 0, 's4': 0, 's5': 1}"
zelf,https://www.woorden.org/woord/zelf,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 4, 's1': 4, 's2': 2, 's3': 3, 's4': 2, 's5': 1}"
mee,https://www.woorden.org/woord/mee,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 1, 's1': 3, 's2': 0, 's3': 3, 's4': 2, 's5': 2}"
dag,https://www.woorden.org/woord/dag,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 4, 's1': 3, 's2': 1, 's3': 3, 's4': 2, 's5': 4}"
kinderen,https://www.woorden.org/woord/kinderen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 1, 's1': 3, 's2': 4, 's3': 2, 's4': 1, 's5': 4}"
leven,https://www.woorden.org/woord/leven,0,0,True,False,0,2023-03-20 02:00:11.677698,J,DFIC,2.5,"{'s0': 3, 's1': 4, 's2': 2, 's3': 0, 's4': 1, 's5': 1}"
laten,https://www.woorden.org/woord/laten,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 1, 's1': 0, 's2': 2, 's3': 3, 's4': 3, 's5': 3}"
per,https://www.woorden.org/woord/per,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 2, 's1': 0, 's2': 4, 's3': 2, 's4': 0, 's5': 4}"
zoals,https://www.woorden.org/woord/zoals,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 0, 's1': 3, 's2': 4, 's3': 1, 's4': 1, 's5': 0}"
toe,https://www.woorden.org/woord/toe,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 4, 's1': 4, 's2': 3, 's3': 2, 's4': 3, 's5': 1}"
vindt,https://www.woorden.org/woord/vindt,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 3, 's1': 1, 's2': 0, 's3': 1, 's4': 1, 's5': 3}"
zouden,https://www.woorden.org/woord/zouden,0,0,True,False,0,2023-03-20 02:00:11.677698,J,DFIC,2.5,"{'s0': 4, 's1': 2, 's2': 4, 's3': 4, 's4': 3, 's5': 0}"
landen,https://www.woorden.org/woord/landen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 1, 's1': 3, 's2': 3, 's3': 3, 's4': 4, 's5': 1}"
keer,https://www.woorden.org/woord/keer,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 2, 's1': 3, 's2': 4, 's3': 2, 's4': 2, 's5': 4}"
weten,https://www.woorden.org/woord/weten,0,0,True,False,0,2023-03-20 02:00:11.677698,J,GIBF,2.5,"{'s0': 4, 's1': 0, 's2': 1, 's3': 4, 's4': 0, 's5': 4}"
gisteren,https://www.woorden.org/woord/gisteren,0,0,True,False,0,2023-03-20 02:00:11.677698,J,DFIC,2.5,"{'s0': 2, 's1': 2, 's2': 0, 's3': 4, 's4': 0, 's5': 2}"
toch,https://www.woorden.org/woord/toch,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 2, 's1': 3, 's2': 1, 's3': 0, 's4': 2, 's5': 2}"
bedrijf,https://www.woorden.org/woord/bedrijf,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 3, 's1': 2, 's2': 3, 's3': 0, 's4': 0, 's5': 0}"
staan,https://www.woorden.org/woord/staan,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 3, 's1': 0, 's2': 1, 's3': 4, 's4': 4, 's5': 1}"
hier,https://www.woorden.org/woord/hier,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 4, 's1': 0, 's2': 3, 's3': 2, 's4': 4, 's5': 0}"
europese,https://www.woorden.org/woord/europese,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 0, 's1': 2, 's2': 0, 's3': 3, 's4': 4, 's5': 1}"
binnen,https://www.woorden.org/woord/binnen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 0, 's1': 3, 's2': 2, 's3': 0, 's4': 2, 's5': 0}"
ministerie,https://www.woorden.org/woord/ministerie,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 4, 's1': 0, 's2': 2, 's3': 4, 's4': 0, 's5': 3}"
kabinet,https://www.woorden.org/woord/kabinet,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 2, 's1': 1, 's2': 4, 's3': 3, 's4': 2, 's5': 1}"
dagen,https://www.woorden.org/woord/dagen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 4, 's1': 3, 's2': 0, 's3': 1, 's4': 0, 's5': 4}"
kamer,https://www.woorden.org/woord/kamer,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 1, 's1': 4, 's2': 4, 's3': 0, 's4': 4, 's5': 2}"
zaken,https://www.woorden.org/woord/zaken,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 4, 's1': 0, 's2': 2, 's3': 4, 's4': 3, 's5': 0}"
auto,https://www.woorden.org/woord/auto,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 0, 's1': 3, 's2': 4, 's3': 0, 's4': 1, 's5': 0}"
regering,https://www.woorden.org/woord/regering,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 1, 's1': 0, 's2': 4, 's3': 1, 's4': 0, 's5': 1}"
vrouw,https://www.woorden.org/woord/vrouw,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 2, 's1': 4, 's2': 2, 's3': 4, 's4': 1, 's5': 3}"
eigen,https://www.woorden.org/woord/eigen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 4, 's1': 0, 's2': 3, 's3': 4, 's4': 2, 's5': 2}"
vanwege,https://www.woorden.org/woord/vanwege,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 3, 's1': 4, 's2': 0, 's3': 2, 's4': 1, 's5': 0}"
rond,https://www.woorden.org/woord/rond,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 2, 's1': 0, 's2': 1, 's3': 0, 's4': 0, 's5': 0}"
huis,https://www.woorden.org/woord/huis,0,0,True,False,0,2023-03-20 02:00:11.677698,J,GIBF,2.5,"{'s0': 4, 's1': 0, 's2': 3, 's3': 0, 's4': 2, 's5': 1}"
stad,https://www.woorden.org/woord/stad,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 1, 's1': 4, 's2': 4, 's3': 0, 's4': 0, 's5': 3}"
bijna,https://www.woorden.org/woord/bijna,0,0,True,False,0,2023-03-20 02:00:11.677698,J,GIBF,2.5,"{'s0': 2, 's1': 4, 's2': 2, 's3': 0, 's4': 2, 's5': 2}"
vier,https://www.woorden.org/woord/vier,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 3, 's1': 4, 's2': 4, 's3': 0, 's4': 3, 's5': 2}"
ruim,https://www.woorden.org/woord/ruim,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 1, 's1': 0, 's2': 1, 's3': 4, 's4': 2, 's5': 1}"
later,https://www.woorden.org/woord/later,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 3, 's1': 2, 's2': 0, 's3': 4, 's4': 3, 's5': 1}"
bijvoorbeeld,https://www.woorden.org/woord/bijvoorbeeld,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 0, 's1': 3, 's2': 2, 's3': 1, 's4': 3, 's5': 4}"
ging,https://www.woorden.org/woord/ging,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 0, 's1': 4, 's2': 3, 's3': 4, 's4': 3, 's5': 2}"
via,https://www.woorden.org/woord/via,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 0, 's1': 4, 's2': 1, 's3': 3, 's4': 0, 's5': 4}"
premier,https://www.woorden.org/woord/premier,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 3, 's1': 3, 's2': 1, 's3': 1, 's4': 2, 's5': 1}"
hadden,https://www.woorden.org/woord/hadden,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 2, 's1': 2, 's2': 3, 's3': 1, 's4': 0, 's5': 3}"
geleden,https://www.woorden.org/woord/geleden,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 3, 's1': 1, 's2': 2, 's3': 3, 's4': 1, 's5': 2}"
groot,https://www.woorden.org/woord/groot,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 3, 's1': 0, 's2': 4, 's3': 4, 's4': 4, 's5': 1}"
vorige,https://www.woorden.org/woord/vorige,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 3, 's1': 2, 's2': 1, 's3': 0, 's4': 4, 's5': 0}"
partij,https://www.woorden.org/woord/partij,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 1, 's1': 1, 's2': 2, 's3': 3, 's4': 4, 's5': 0}"
weg,https://www.woorden.org/woord/weg,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 0, 's1': 3, 's2': 4, 's3': 2, 's4': 0, 's5': 4}"
wie,https://www.woorden.org/woord/wie,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 0, 's1': 3, 's2': 3, 's3': 3, 's4': 0, 's5': 4}"
deel,https://www.woorden.org/woord/deel,0,0,True,False,0,2023-03-20 02:00:11.677698,J,GIBF,2.5,"{'s0': 2, 's1': 0, 's2': 4, 's3': 4, 's4': 2, 's5': 1}"
iets,https://www.woorden.org/woord/iets,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 3, 's1': 3, 's2': 2, 's3': 1, 's4': 0, 's5': 3}"
laatste,https://www.woorden.org/woord/laatste,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 1, 's1': 1, 's2': 3, 's3': 3, 's4': 0, 's5': 1}"
houden,https://www.woorden.org/woord/houden,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 2, 's1': 0, 's2': 1, 's3': 0, 's4': 0, 's5': 1}"
zeker,https://www.woorden.org/woord/zeker,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 2, 's1': 0, 's2': 4, 's3': 2, 's4': 2, 's5': 1}"
terug,https://www.woorden.org/woord/terug,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 3, 's1': 0, 's2': 4, 's3': 4, 's4': 0, 's5': 2}"
elkaar,https://www.woorden.org/woord/elkaar,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 4, 's1': 4, 's2': 1, 's3': 4, 's4': 3, 's5': 4}"
ons,https://www.woorden.org/woord/ons,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 2, 's1': 3, 's2': 2, 's3': 4, 's4': 0, 's5': 1}"
gemaakt,https://www.woorden.org/woord/gemaakt,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 4, 's1': 0, 's2': 4, 's3': 4, 's4': 4, 's5': 4}"
blijven,https://www.woorden.org/woord/blijven,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 4, 's1': 4, 's2': 0, 's3': 0, 's4': 3, 's5': 2}"
nodig,https://www.woorden.org/woord/nodig,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 1, 's1': 0, 's2': 3, 's3': 3, 's4': 1, 's5': 2}"
woordvoerder,https://www.woorden.org/woord/woordvoerder,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 2, 's1': 0, 's2': 4, 's3': 2, 's4': 4, 's5': 1}"
maanden,https://www.woorden.org/woord/maanden,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 0, 's1': 3, 's2': 1, 's3': 3, 's4': 0, 's5': 2}"
duidelijk,https://www.woorden.org/woord/duidelijk,0,0,True,False,0,2023-03-20 02:00:11.677698,J,GIBF,2.5,"{'s0': 1, 's1': 1, 's2': 4, 's3': 3, 's4': 3, 's5': 4}"
snel,https://www.woorden.org/woord/snel,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 3, 's1': 3, 's2': 4, 's3': 4, 's4': 2, 's5': 2}"
daarom,https://www.woorden.org/woord/daarom,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 1, 's1': 3, 's2': 3, 's3': 4, 's4': 1, 's5': 4}"
den,https://www.woorden.org/woord/den,0,0,True,False,0,2023-03-20 02:00:11.677698,J,DFIC,2.5,"{'s0': 1, 's1': 1, 's2': 4, 's3': 2, 's4': 0, 's5': 4}"
zullen,https://www.woorden.org/woord/zullen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,DFIC,2.5,"{'s0': 1, 's1': 1, 's2': 1, 's3': 2, 's4': 2, 's5': 0}"
altijd,https://www.woorden.org/woord/altijd,0,0,True,False,0,2023-03-20 02:00:11.677698,J,GIBF,2.5,"{'s0': 1, 's1': 4, 's2': 2, 's3': 4, 's4': 0, 's5': 3}"
eerst,https://www.woorden.org/woord/eerst,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 0, 's1': 0, 's2': 3, 's3': 3, 's4': 3, 's5': 0}"
maand,https://www.woorden.org/woord/maand,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 3, 's1': 4, 's2': 2, 's3': 3, 's4': 2, 's5': 3}"
vinden,https://www.woorden.org/woord/vinden,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 4, 's1': 3, 's2': 3, 's3': 4, 's4': 4, 's5': 4}"
vijf,https://www.woorden.org/woord/vijf,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 4, 's1': 2, 's2': 0, 's3': 3, 's4': 4, 's5': 2}"
zitten,https://www.woorden.org/woord/zitten,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 3, 's1': 0, 's2': 3, 's3': 4, 's4': 0, 's5': 4}"
vaak,https://www.woorden.org/woord/vaak,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 0, 's1': 2, 's2': 2, 's3': 0, 's4': 4, 's5': 1}"
moment,https://www.woorden.org/woord/moment,0,0,True,False,0,2023-03-20 02:00:11.677698,J,DFIC,2.5,"{'s0': 0, 's1': 0, 's2': 1, 's3': 4, 's4': 4, 's5': 1}"
hen,https://www.woorden.org/woord/hen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 0, 's1': 2, 's2': 3, 's3': 1, 's4': 4, 's5': 0}"
schrijft,https://www.woorden.org/woord/schrijft,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 0, 's1': 0, 's2': 4, 's3': 3, 's4': 2, 's5': 1}"
bedrijven,https://www.woorden.org/woord/bedrijven,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 3, 's1': 2, 's2': 0, 's3': 0, 's4': 2, 's5': 2}"
weken,https://www.woorden.org/woord/weken,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 2, 's1': 1, 's2': 0, 's3': 2, 's4': 1, 's5': 3}"
mijn,https://www.woorden.org/woord/mijn,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 3, 's1': 2, 's2': 3, 's3': 3, 's4': 3, 's5': 1}"
niets,https://www.woorden.org/woord/niets,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 1, 's1': 1, 's2': 2, 's3': 1, 's4': 3, 's5': 3}"
zonder,https://www.woorden.org/woord/zonder,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 3, 's1': 0, 's2': 1, 's3': 3, 's4': 3, 's5': 2}"
zaak,https://www.woorden.org/woord/zaak,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 0, 's1': 0, 's2': 2, 's3': 2, 's4': 0, 's5': 3}"
samen,https://www.woorden.org/woord/samen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,GIBF,2.5,"{'s0': 4, 's1': 3, 's2': 2, 's3': 3, 's4': 2, 's5': 3}"
werk,https://www.woorden.org/woord/werk,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 1, 's1': 1, 's2': 2, 's3': 0, 's4': 3, 's5': 3}"
amsterdam,https://www.woorden.org/woord/amsterdam,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 4, 's1': 4, 's2': 2, 's3': 3, 's4': 1, 's5': 0}"
kreeg,https://www.woorden.org/woord/kreeg,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 3, 's1': 3, 's2': 4, 's3': 3, 's4': 1, 's5': 0}"
blijkt,https://www.woorden.org/woord/blijkt,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 1, 's1': 4, 's2': 3, 's3': 0, 's4': 3, 's5': 0}"
extra,https://www.woorden.org/woord/extra,0,0,True,False,0,2023-03-20 02:00:11.677698,J,DFIC,2.5,"{'s0': 2, 's1': 3, 's2': 4, 's3': 0, 's4': 0, 's5': 4}"
wij,https://www.woorden.org/woord/wij,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 0, 's1': 3, 's2': 2, 's3': 3, 's4': 1, 's5': 1}"
verschillende,https://www.woorden.org/woord/verschillende,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 4, 's1': 2, 's2': 1, 's3': 2, 's4': 4, 's5': 1}"
gedaan,https://www.woorden.org/woord/gedaan,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 3, 's1': 2, 's2': 0, 's3': 4, 's4': 4, 's5': 2}"
geven,https://www.woorden.org/woord/geven,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 2, 's1': 2, 's2': 1, 's3': 4, 's4': 1, 's5': 3}"
kwamen,https://www.woorden.org/woord/kwamen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 0, 's1': 4, 's2': 2, 's3': 3, 's4': 3, 's5': 1}"
hele,https://www.woorden.org/woord/hele,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 3, 's1': 2, 's2': 3, 's3': 1, 's4': 1, 's5': 1}"
gemeente,https://www.woorden.org/woord/gemeente,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 3, 's1': 1, 's2': 2, 's3': 2, 's4': 2, 's5': 0}"
media,https://www.woorden.org/woord/media,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 2, 's1': 4, 's2': 0, 's3': 0, 's4': 3, 's5': 0}"
eens,https://www.woorden.org/woord/eens,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 2, 's1': 2, 's2': 1, 's3': 0, 's4': 2, 's5': 2}"
trump,https://www.woorden.org/woord/trump,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 4, 's1': 4, 's2': 3, 's3': 3, 's4': 2, 's5': 1}"
gevonden,https://www.woorden.org/woord/gevonden,0,0,True,False,0,2023-03-20 02:00:11.677698,J,DFIC,2.5,"{'s0': 1, 's1': 3, 's2': 0, 's3': 3, 's4': 1, 's5': 1}"
ziekenhuis,https://www.woorden.org/woord/ziekenhuis,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 4, 's1': 0, 's2': 2, 's3': 1, 's4': 2, 's5': 3}"
der,https://www.woorden.org/woord/der,0,0,True,False,0,2023-03-20 02:00:11.677698,J,GIBF,2.5,"{'s0': 2, 's1': 1, 's2': 4, 's3': 4, 's4': 0, 's5': 1}"
enkele,https://www.woorden.org/woord/enkele,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 2, 's1': 3, 's2': 1, 's3': 1, 's4': 1, 's5': 4}"
problemen,https://www.woorden.org/woord/problemen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 3, 's1': 2, 's2': 4, 's3': 2, 's4': 0, 's5': 3}"
inmiddels,https://www.woorden.org/woord/inmiddels,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 0, 's1': 1, 's2': 4, 's3': 0, 's4': 4, 's5': 3}"
zit,https://www.woorden.org/woord/zit,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 1, 's1': 1, 's2': 3, 's3': 1, 's4': 0, 's5': 4}"
daarna,https://www.woorden.org/woord/daarna,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 0, 's1': 1, 's2': 4, 's3': 4, 's4': 4, 's5': 4}"
rechter,https://www.woorden.org/woord/rechter,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 0, 's1': 4, 's2': 3, 's3': 3, 's4': 4, 's5': 1}"
vanaf,https://www.woorden.org/woord/vanaf,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 3, 's1': 4, 's2': 0, 's3': 4, 's4': 3, 's5': 3}"
begin,https://www.woorden.org/woord/begin,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 2, 's1': 0, 's2': 0, 's3': 1, 's4': 4, 's5': 0}"
blijft,https://www.woorden.org/woord/blijft,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 2, 's1': 1, 's2': 1, 's3': 1, 's4': 3, 's5': 4}"
miljard,https://www.woorden.org/woord/miljard,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 2, 's1': 2, 's2': 4, 's3': 3, 's4': 3, 's5': 3}"
geweest,https://www.woorden.org/woord/geweest,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 2, 's1': 3, 's2': 4, 's3': 4, 's4': 2, 's5': 3}"
ligt,https://www.woorden.org/woord/ligt,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 1, 's1': 4, 's2': 0, 's3': 3, 's4': 1, 's5': 0}"
laat,https://www.woorden.org/woord/laat,0,0,True,False,0,2023-03-20 02:00:11.677698,J,GIBF,2.5,"{'s0': 3, 's1': 0, 's2': 0, 's3': 0, 's4': 3, 's5': 0}"
werken,https://www.woorden.org/woord/werken,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 1, 's1': 1, 's2': 1, 's3': 1, 's4': 2, 's5': 3}"
nemen,https://www.woorden.org/woord/nemen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 0, 's1': 2, 's2': 2, 's3': 3, 's4': 4, 's5': 1}"
nos,https://www.woorden.org/woord/nos,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 0, 's1': 3, 's2': 4, 's3': 2, 's4': 2, 's5': 2}"
vrouwen,https://www.woorden.org/woord/vrouwen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 3, 's1': 3, 's2': 0, 's3': 3, 's4': 2, 's5': 0}"
onze,https://www.woorden.org/woord/onze,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 3, 's1': 0, 's2': 3, 's3': 4, 's4': 4, 's5': 1}"
partijen,https://www.woorden.org/woord/partijen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 0, 's1': 1, 's2': 2, 's3': 3, 's4': 1, 's5': 1}"
rusland,https://www.woorden.org/woord/rusland,0,0,True,False,0,2023-03-20 02:00:11.677698,J,GIBF,2.5,"{'s0': 3, 's1': 4, 's2': 1, 's3': 0, 's4': 0, 's5': 0}"
net,https://www.woorden.org/woord/net,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 4, 's1': 2, 's2': 2, 's3': 3, 's4': 0, 's5': 1}"
daarbij,https://www.woorden.org/woord/daarbij,0,0,True,False,0,2023-03-20 02:00:11.677698,J,GIBF,2.5,"{'s0': 1, 's1': 0, 's2': 1, 's3': 3, 's4': 3, 's5': 2}"
meldt,https://www.woorden.org/woord/meldt,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 3, 's1': 1, 's2': 3, 's3': 4, 's4': 1, 's5': 4}"
lang,https://www.woorden.org/woord/lang,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 0, 's1': 4, 's2': 4, 's3': 2, 's4': 0, 's5': 0}"
echt,https://www.woorden.org/woord/echt,0,0,True,False,0,2023-03-20 02:00:11.677698,J,GIBF,2.5,"{'s0': 2, 's1': 0, 's2': 3, 's3': 3, 's4': 3, 's5': 1}"
heb,https://www.woorden.org/woord/heb,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 2, 's1': 0, 's2': 3, 's3': 1, 's4': 1, 's5': 4}"
grootste,https://www.woorden.org/woord/grootste,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 1, 's1': 1, 's2': 4, 's3': 4, 's4': 0, 's5': 3}"
groep,https://www.woorden.org/woord/groep,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 0, 's1': 1, 's2': 1, 's3': 4, 's4': 1, 's5': 2}"
kon,https://www.woorden.org/woord/kon,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 0, 's1': 2, 's2': 2, 's3': 0, 's4': 2, 's5': 2}"
wilde,https://www.woorden.org/woord/wilde,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 4, 's1': 2, 's2': 4, 's3': 2, 's4': 3, 's5': 4}"
weinig,https://www.woorden.org/woord/weinig,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 1, 's1': 4, 's2': 1, 's3': 3, 's4': 1, 's5': 3}"
